sentence,sentiment
착한 가격에 그런 것도 물론 있겠지만 그만큼 써보고 효과를 보고 좋으니까 이렇게 많이 구매하는 거 아니겠어요?,p
받자마자 감아봤는데 향도 너무 좋고 원래 반곱슬이라 상당히 부스스한 머리인데 좀 쫙 펴진 느낌 아닌 느낌이 드네요?,p
와 비비가 이렇게 촉촉할 수 있나요?,p
거품도 만족인데 향이 너무 진한 게 은 근걱정이 되네요?,p
요즘같이 건조할 때 딱 쓰기 좋은 트리트먼트랄까요?,p
머리파마 후에 머리가 너무 푸석푸석해서 진짜 짜증났었는데 바론 샴푸랑 트리트먼트 쓰고 머리가 차분해지고 좀 촉촉한? 그런 느낌이 예여 바론 진짜 괜찮은 제품이 네 여 굳굳 BB,p
천연이려서 커버력은 별로 안 좋을 꺼라고 생각했는데 전혀 아니던데요?,p
지금까지 저만해도 세 통째인가?,p
이럴 수 있어요 정말?,p
사용하기 전보다 확실히 머리가 차분해졌는데요?,p
응원 댓글 이 제품 안 써본 사람은 있어도 아마 한 번 써본 사람은 없을 걸요?,p
헤어플러스예요 단백질본드 샴푸를 활용해 보시고 기분 좋은 응원 댓글 남겨주셔서 감사드려요 여름철에는 햇빛이 강해 모발 케어하는데 더욱더 신경 쓰이기 마련인데요.,p
머릿결이 확실히 달라졌어 염 사용 기간은 한 달 정도?,p
두 번째 구매인데 가족들도 써보구되게 되게 좋다 구하구 머릿결 서로 좋아졌다고 막 얘기도 하구그러거든요 마트에 파는 트리트먼트 썼을 때는 써도 써도 그냥 그때만 부드럽고 좀 시간 지나면 별로 안 부드럽고 막 그랬었는데 모링가는 부드러운 것도 되게 오래가고 왠지 살랑살랑?,p
바론으로 온 가족이 머릿결을 관리하신 다니 너무나 뿌듯합니다. 대용량으로 온 가족이 충분히 사용이 가능하지요.,p
아니 두피 집 중 케어라면서 머릿결은 또 왜 케부드러워진데요?,p
이 정도면 완벽하다고 볼 수도 있는 거 아닐까요?,p
모링가 샴푸를 사용하시고 평소 고민하시던 부분이 해결이 되신 것 같아 너무나 기쁘네요.,p
바론의 사용에 만족하셨다니 너무나도 기쁩니다. 바론 모링가 리페어링 샴푸는 천연 계면활성제를 사용하여 고밀도의 풍부한 거품을 통해 두피 구석구석 꺠끗하게 클렌징해 준답니다.,p
설날이라 장거리로 가야 하는데 화장은 예의 상해야 해서 얼굴 썩을까바 여기 비비크림 썼는데 막 뜨는 거도 없고 착 잘 붙어 있네요 성분 좋은 비비래서 지속력은 포기했는데 꽤 괜찮은 듯?,p
여태두피랑 모발에 좋다는 제품은 다 이용해봤지만 효과를 못 보고 있었는데 바론 이용하면서는 효과 빠르게 보고 있씁니다 게 다가 트리트먼트는 정말 차분하고 부드럽게 모발을 감싸줘서 그런지 아침에 스타일링 연출을 하고 출근해도 퇴근할 때 되면 그대로 남아 있떠라고요 두피랑 모발이 많이 건강해져서 그런 거겠쬬?,p
샴푸가 이렇게 촉촉할 수 있나요?,p
헤어캡쓰니까 머릿결도 더 좋아지는 거 같고 마치 헤어팩 사용하는 거처럼 머리에 윤기도나 고 찰랑거리고 얼마나 부드럽던 지 점점 더 좋아지는 머릿결 기대해봐도 되는 건가요?,p
헤어트리트먼트의 사용에 만족하셨다니 너무나도 기쁩니다.,p
트리트먼트 전기모자쓰고 관리하는 식으로 관리 중인데 정말 머릿결이 보들보들 진짜 제 머릿결이 아닌 것 같은 느낌이 드는 건 왜일까요?,p
커버력도 괜찮고 다크닝도 거이 없던데요?,p
"피부의 기본 느낌을 살리면서 커버도 해주고, 제일 좋았던 건 시간이 지나도 건조해서 막 갈라진다는 느낌이 전혀 없다는 거?",p
샴푸만 썼는데도 왜 이렇게 부드럽죠?,p
빗질도 잘 대구 머리 끝이 정리되는데요?,p
생각보다 은은하니 너무 좋던데요?,p
일단 가격에서 맘에 들어 주문을 했는데 제품을 써보니 확실히 기름진 머리가 찰랑찰랑 하니 윤기가 나면서 부드럽다?,p
디자인 변화에서 조금씩 더 좋아지는 원료로 완성되기까지 많은 걸 지켜보고 써왔죠 제가 쓴 것만 해도 벌써 50개는 이미 훌쩍 넘을 걸요?,p
긴 생머리를 좋아하는 저는 진짜 열심히 기르고 있었는데 엉망징 창이 되어버려서 자를까라는 생각까지 했었거든 여.머리가 상하다보니까 예전보다 자라는 속도도 많이 느려지고 머리가 자라고 있는 느낌이 안 들더라고 여 그리고 여태까지 기른 머리 아깝기도 하고 긴 생머리를 계속 바라고 있었는데 이제 와서 포기하기도 아쉽고 했는데 지금은 짠하고 머릿결도 좋아지고 해서 정말 짱.GOOD이였어 여 푸석함도 많이 없어지고 이제야 긴 생머리 다운 긴 생머리가 유지되고 있어서 너무 좋아 여 첨부터 여기 트리트먼트 사용해면서 길렀으면 얼마나 편했을까 여 지금이라도 이렇게 간편하고요런저런 면에서 절약도 되게 관리할 수 있다는 것도 큰 행복이겠져?,p
상세하고 정성스런 후기에 감사드립니다. 저희 바론 모링가 헤어트리트먼트는 무겁고 답답한 느낌 없이 푸석한 모발을 부드럽게 정리해 드립니다.,p
쫄깃쫄깃하다고 하나?,p
섀도우 정 말 깨지지도 않고 색감 발림성 좋고 화장 후 떡짐없고 최강 그리고 하얀색 오토라이너 제 눈이 사실 아이라이너가 잘 번지는 눈이라 아이라이너 번짐 정도를 비교해보기에 좋은 실험 대상이거든요?,p
"신제품 나올 때마다 사용해봤는데 저에게 너무 잘 맞는 제품들이에요인생 향기를 만들어 주었죠 앞으로도 많이 기대되요 응원 댓글이니, 밀크바오밥화이, 팅?",p
일단 이틀 사용해 본 소감은 이것 봐라?,p
LT 비비만 바르고 나가 도 피부 진짜 좋다라는 말들으니까 기분이 너무 좋은 거 있죠?,p
넘나설레여서 일어나자마자 기름기 쩌는 얼굴에 발라 보았습니다 오근데 진짜 기름기 다 잡아주는데 영?,p
제품 반신반의 구매가 만족까지 이어졌다 니 너무나도 다행이네요.,p
번질거리는 게 싫어 파우더 팩트 같은 제품인데 푸석해 보이지 않는 제품을 고르고 찾다보니 정말 딱인 치카이치코 제품을 찾은 거죠 얼마나 좋으면 이리 댓글들을 달았나 싶을 정도로 주문함과 동시에 제품이 빨리 오기를 기다리는 이 조급함을 어쩌면 좋을까요?,p
이 때까지 피부 고민으로 많이 스트레스 받으셨겠어요 그래도 저희 제품이 만족스러운 제품이 될 정도로 마음에 쏙쏙 드셔서 넘나기분이 좋네요.,p
밝은 편은 아니라 생각보다 톤 알맞게 찾기가 어렵더라구요 그런데 내추럴 비비 사용하고 건강해 보인다고 해야 하나?,p
모발 건강을 위해서 많은 것을 시도해보시고 저희 제품을 만나 좋은 결과를 얻게 되셔서 너무 감사하고 기쁘네요.,p
응.댓 참여합니다 원래는 린스랑 샴푸 이렇게 두 개만 계속 사용해오다가 아는 친한 언니가요 것 쓰고 정말 머릿결 부드러워졌다고 하도 칭찬 일색이 길래 저도 한번 그냥 반신반의로 구매했던 바론 생각보다 정말 너무 좋은 거 아닌가요?,p
머릿결 관리 열심히 해보려고요새는 머리 말릴 때에도 찬바람으로 말리려고 하고요즘 들어 근대 상한 부분이 어느 정도 오므라들었다고 표현해야 되나요?,p
염색을 자주 해서 그런지 두피가 약해진 느낌인데 모으다 사용하고 나서 확실히 두피 상태가 좋아지는 것 같아요. 그런데 모발에도 영양이 많이 가나요?,p
네 두피 환경이 좋아지셨다고 하니 저희도 무척 기분이 좋습니다 저희 모으다 샴푸는 두피 환경 개선을 최우선으로 하고 있지만 모발에 도움을 주는 성분도 다량 함유되어 있습니다.,p
상품은 단상자 없이 반품 불가한 점안 내드립니다. 제품 이용에 불편을 드린 점 양해 부탁드리며 앞으로도 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
아진짜 이게 뭔가요?,p
반품 보낼께요보내려면 다 보내던가 환불하려면 다 하시던가 하셔야 죠 문자 달랑 보내고 물품 보내면 어떻게 합니까?,p
해서 빼고 보내셨다고 달랑 쪽 지 하나 남겨져 있는데 왜 품절 상품 환불은 안 해주십니까?,p
통이 이쁘다,p
이쁘다,p
마음에 든다,p
제가 기존에 사용하던 거랑 다르게 머릿결에 영양을 입혀주면서 촉촉함도 더해주는 거 같다고 해야 하나?,p
아들들이 이것만 써요 여섯 개째인가?,p
맨날 쓰는 것도 아닌데도 제 머리 왜 이렇게 부들부들하죠?,p
헤어트리트먼트를 사용하시고 대만족하셨다니 정말 기쁩니다.,p
많은 고객님들의 열화와 같은 성원에 힘입어 해당 상품 모두 소진되어 일시 품절 상태이며 제조사 입고 지연으로 인하 여 부득이하게도 4월 말에 제품이 재입고될 예정입니다.,p
색도 이쁘다 핑크핑크,p
발색도 되게 잘되네요?,p
네넹 좋아요,p
이거 쓰고 두피 너무 좋아졌어요 다른 사람도 추천해줄려고 하는데 혹시 선물 포장되나요?,p
사용해보니 너무 좋더라고요. 혹시 선물포상도 가능한가요?,p
제가 써봤는데 효과가 있어서 부모님께 선물드릴려고 해요 혹 시 선물 포장도 가능한가요?,p
이번에 구매하면 진짜 다섯 통?여섯 통되는 것 같아요항상 포장도 신경 써주시고 감사합니다,p
"이렇게 성의 없는 포장은 처음 니베아 크림 2개 신청했는데, 박스 안에 딸랑 제품만 듦어찌나 험하게 다뤘는지 알루미늄 캔은 둘 다 찌그러져 있고 당연히 뽁뽁이로 안 찌그러지게 포장해야 하는 것 아닌가?",p
옵션 3번은 포장 서비스 포함 상품입니다. 좋은 하루 보내세요.,p
포장 상태가 완벽하던데요?,p
포장지를 이렇게 보관한 적은 진짜 저 알뜰하죠?,p
알뜰한 우리 고객님께서 깨끗한 상품을 만나보실 수 있도록 화장품 업계 최초로 탄탄한 에어셀 포장으로 고객님께 보내드리고 있습니다.,p
엘로엘 하트핏 블랑팩트 제품에 구매해 주셔서 진심으로 감사드립니다. 문의 주 신제품의 경우 본품 3개 구성으로 확인되고 있습니다.,p
비누가 넘조아요구매는 않되나요 일요용 헤어팩은 판매를 하지 않습니까?,p
선물 받은 걸 써보고는 이제 것 써본 마스크 중 최고라고 생각합니다 다음 주에 방송한다고 써 있는데 지금 사도 방송 때 조건과 같을까요?,p
메디앤서리얼 스킨 핏 콜라겐 마스크를 사용해 보시고 만족하셨다니 감사의 말씀을 드립니다.,p
흑 왜 이리 주문하는 것마다 예쁜 지 써보고 계속 계속 주문하고 있네 여 이번에 슬림 라이너 2개랑 일반 라이너 2개 같이 주문했는데 함께 오는 거죠?,p
제품 만족스러워 재구매를 하려고 하는데 토너는 대용량이 없는 건가요?,p
함께 만나보시는 사은품인 저희 바론 모링가 헤어트리트먼트는 1 000G 의 본품인 점 참고 부탁드리며 앞으로도 많은 사랑과 관심부탁드려요.,p
문의주 신상품은 단품 상품으로 브러쉬 증정미 포함 상품입니다. 쇼핑에 도움이 되었기를 바라며 앞으로도 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
제품 이용에 도움이 되었기를 바라며 앞으로도 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
문의 주셔서 감사합니다. 현재 진행되고 있는 세일은 본품 2개 구매 시 1개 증정되오니 8개 구매하시면 12개 배송되는 것 맞습니다.,p
"저번에 구매했는데, 가성비 너무 좋아서 재구매합니다. 출고 언제 되나요?",p
비슷한 화장 솜 쓰다가 이게 더 저렴하고 좋네요 오늘이나 내일 발송되는지요?,p
우선 저희 제품을 만족스럽게 사용해주시 다니 감사합니다. 평일 오후 2시 주문건까지 당일 출고되며 이후 주문건은 익일 출고됩니다.,p
23일 날 주문했는데 출고도 늦고 배송도 늦고도대체 뭐 하자는 건지 주문하고 벌써 일주일 됐는데 언제쯤 받나요 받을 수는 있나요?,p
솜사용해보고 너무 좋아서 쟁여구매해서 주변에도 선물 좀 하려고 하는데 주문하고 배송이 얼마나 걸릴까요?,p
써보고 좋아서 추가 구매할 예정인데 지금 구매하면 언지도착할까요?,p
향도 질리지 않고 지금 반통이상 사용해서 후기 쓴 김에 또 구매했어 용 지난번처럼 뽁뽁이 포장 잘 부탁드려요. 내일 바로 배송되겠죠?,p
구매하신 상품은 금일 출고 예정이며 하자 없고 착오 없는 물품 배송을 위해 꼼꼼히 획인 후 출고해 드리도록 하겠습니다.,p
원래 에센스 같은 거 한 통 다 쓰면 질려서 다른 제품 구매했었는데 바이탈 테라피 헤어 에센스는 뭉치는 것도 없고 향기도 좋고 머릿결도 많이 부드러워져서 또 구매하게 되네요 최근 제조일자로 확인해주시고 지금 입금했는데 오늘은 배송 불가하겠죠?,p
1 - 2일 더 기다리라고 한지가 5일이 더 지났어요지난달에 구입한 게 안 오는 게 말이 됩니까?,p
오전에 향수색상 때문에 전화 드렸었는데 친절히 답변해주신 점감 사드립니다 종류 색상 고민 끝에 주문했는데 내일 받아볼 수 있는 건가요?,p
사용해보고 자극 없이 말끔히 잘 제모되서 주변에 친구들도 써보싶다고 해서 대량 구매하려 하는데 배송이 어느 정도나 걸릴까요?,p
"20일 이후 출고라고 적혀 있어서 주문한 건데, 일방적인 통보라니요, 늦게 받는 건 상관이 없는데, 20일 이후 출고라고 표기를 해두셨으면 늦어도 상품 배송해줘야 하는 것 아닌가요?",p
샘플써봤는데 괜찮은 거 같길래 구매했어요. 방금 입금했는데 보통 배송오는데 얼마나 걸리나요?,p
누락 제품 금일 출고 예정입니다. 즐거운 하루 되세요.,p
세일 쿠폰과 함께 바론 모링가 바이탈 테라피를 더욱 착한 가격으로 찾아주신 환영합니다.,p
다 사용해서 만족스러워서 재구매합니다 이번 주까지 배송 가능할까요?,p
신상샴푸 구매 완료 항상 믿고 쓰는 바론이에 여꼭 사은품 챙겨서 보내주세요 오늘 오나요?,p
배송 저도 10날 결제햇는 뎁아직 배송 준비 중이네요 얼마나 더 기다려야 되나염?,p
주문했습니다 답변도 친절하시고 빠르고 후기 믿고 주문해요 오늘 출고되겠죠?,p
좋아서 또 구매해요 지금 구매할 건데 언제 받을 수 있어요?,p
21일 결제 완료했는데 언제 옵니까 이것보다 훨씬 늦게 결제한 다른 물건은 오늘 도착이라고 문자 오는데 너무 느린 거 아닙니까?,p
처음에는 좋은 질 몰랐었는데 쓰다보니 너무 좋고 촉촉하고 민감성 피부라서 딴거는 안 맞는데스와 니코코는 짱.벌써 세 번째 구매네요 제가 17일 전에는 꼭 받아봐야 해서요 그전에 보내주실 수 있죠?,p
10일에 오늘 아니면 내일 발송된다고 답변 달아주셨는데 12일인 오늘 아직도 출발을 안 했네요 지키지도 못할 출고일 그냥 던져놓으면 다에요?,p
오늘 배송되었습니다. 예쁘게 사용해주세요.,p
예전에 한 번 사보고 정말 마음에 들어서 재주문합니다. 상품 출고는 언제쯤 되나요?,p
흐흐흐 싹싹 긁어쓰고 또 구매했네요 상품 언제 발송되는지요?,p
이런 원단 찾고 있었는데 써봐야 알겠지만 봐서는 인생템찾은 것 같은 기분 알리미 신청도 해뒀고 받아서 사용해보고 맘에 든다면 매번 딜뜰 때마다 사서 쟁여야겠네요 오늘 배송되는 거 맞죠?,p
저희 크리스마 제품 믿고 구매해 주셔서 너무 감사드리구요 오늘 배송받으실 수 있을 거에요 저희 크리스마 화장솜이 꼭 고객님의 인생템이 되었으면 좋겠어요.,p
배송 너무 늦는 거 아닌가요?,p
제가 써보고 너무 좋아서 방금 추가로 또 구매했습니다. 언제 받아볼 수 있을까요?,p
주문하신 상품 금일 도착될 것으로 확인됩니다.,p
15일에 주문했는데 아직도 배송 준비 중이라 구요?,p
도레 미용의 레미레미도레미입니다 배송 완료로 확인되네요. 예쁘게 염색하셨으면 좋겠어요.,p
한번 사용 후 너무 좋아 재구매해서 선물하려는데 이번에 시켜도 빠른 배송되는 건가요?,p
대체 언제 오나요?,p
넘나 좋은 것 다 쓰고 새로 주문할려구요 언제쯤 받을까요?,p
좋아서 또 주문 햇눙데요 19일 배송 예정이던데 20일 휴가가는데 확실히 언제 도착할까요?,p
근데 글리터가 진하지 않고,p
바론을 찾아주신 우리 환영합니다 저희 바론 제품은 탈모에 직접적인 효과가 있는 제품은 아닙니다.,p
리프레쉬샴푸지성 전용인줄 모르고 썼는데 건성인 제 두피에도 잘 맞더라구요 문제 없으면 계속 써도 될까요?,p
트리트먼트 쓰다가 샴푸도 써볼라 구하는데 여샴푸 그냥 보통 샴푸처럼 쓰면 되는 게 맞져? 트리트먼트가 좋아서 샴푸까지 이끌리게 하네여,p
저번에.쓰고 너무 좋았던 기억이 있는데요트리트먼트 임산부가 써도 될까요?,p
샴푸가 너무 부드러워요 5살짜리도 같이 사용해도 될까요?,p
저희 쇼핑몰에 관심을 가져주셔서 감사드리며 고객님께서 문의하신 사항에 대해 답변 드리겠습니다.,p
두 개사가 꼬 하나 먼저 뜯었는데 에센스 향 굳 뜨.부들부들한 게 엄마가 자꾸만 만져 보래요 너무 부드럽지 않냐면서 아빠도 발라보라고 하고 싶은데 아빠가 여자들 꺼 아니냐고 하시는데 누가 발라도 상관없지 않나요?,p
물론 이에요 산뜻한 사용감으로 모발한 올 한 올 부드럽고 촉촉하게 케어하여 윤기를 더해 드리는 저희 바론 모링가 바이탈 테라피는 남녀노소 누구나 부드럽게 사용하실 수 있답니다.,p
먼저 임신을 축하드리며 겨울인데 감기 걸리지 않게 옷 따뜻하게 잘 챙겨 입으시길 바랄게요 임신 초기 이신 지금 제품 하나 고르는데도 많이 신경 쓰이실텐데요.,p
문의 주셔서 감사합니다. 고객님들의 피부가 매우 다양하다보니 유사 피부 타입이라도 조금씩 개인차가 있을 수 있습니다.,p
바론을 찾아주신 우리 환영합니다 저희 바론 제품은 탈모에 직접적인 효과가 있는 제품은 아닙니다.,p
두피도 깨끗히 정리되고 있고 자극도 없이 잘 사용하고 있는데요 유아부 어린이들도 샴푸 사용해도 괜찬을까요?,p
먼저 저희 바론을 향한 고객님의 관심 너무나 감사드립니다 물론 사용이 가능한데요.,p
샴푸 구성이 너무 좋네요 체험분까지 넣어주시고 민감한 두피에 사용해도 괜찮나요?,p
"가려움증도 없어지도, 향도 좋고, 넘 좋아요 아이들이 탐내던데, 혹시 초등학생, 중학생도 사용 가능한가요?",p
머리감으신 다음이나 스타일링 전 후발라주시면 모발 손상을 보호하고 건강한 머릿결로 관리가 가능하시니 걱정 마시고 사용해주시면 풍성하고 영양감 있는 머릿결 관리 가능하세요.,p
PPT 구매해서 잘 썼는데 제 손상모에는 좀 가벼운 느낌이더라구요 혹시 CAVA 제품도 기본적으로 단백질 성분이 있는 건가요?,p
써보니까 좋네요 혹시 비누 베이스의 성분도 궁금한데 알려주실 수 있나요?,p
이 상품 사용하고 뾰루지가 정말 많이 사라졌어요혹시 샴푸에 들어가는 어떤 성분 때문에 뾰루지가 완화되는 건지 알 수 있을 가요?,p
35 미리 써보고 너무 괜찮아서 대용량 구매하려는데 바디 용도 성분은 같나요?,p
만족해요 혹시 스탬핑할 때 쓰는 두 폴리쉬는 젤이 아닌 건가요?,p
좀 더 성분과 발림성을 상향시켜 리뉴얼됐었사오니 이용에 참고 부탁드려요.,p
제품 설명서를 보니 화학성분이 없으니 1년 내 사용하라고요?,p
제가 원래 머리를 자주 감아도 머리에 비듬도 생기구 머리열이 많아서 뭐가 나기도 하구 그랬는데 이 샴푸를 몇 일 사용해보니 비듬도 좀 사라지고 열도 좀 내리는 기분이 들어서요혹시 어떤 성분이 들어있을까요?,p
저만 그런 거 아닌 거 같고 무상반품은 뭐 택배비안 낸다고 쉬운 줄 아시나요?,p
판매 중인 상품 단종이라고 거짓말하고 취소하라고 고객센터 연결 안 될 시간 맞춰서 5시56분에 문자 통보하시는 이유는 뭐죠?,p
아니 품절이면 2가지 주문했는데 부분 배송해야지 있는 거까지 기다리라는 겁니까?,p
추가 증정이라는 글 분명 보고 샀구요 잘못 인정하는 게 낫지 고객을 무슨 사기꾼으로 보시나요?,p
마이크 도 보내주신다고 하시더니 마이크도 안 보내주시고 확인하고 보내주신다던 말은 뭐죠?,p
상품에 변경사항이 있으면 구매자에 사전 고지나 변경안내 문자를 주셔야 죠 상품 구매자를 옵션도 안 보고사는 무지한 사람으로 몰아가시네요?,p
상품을 열어보았는데 아무것도 안 나오는 거실화입니까?,p
펌프가 나오지 않아 불편 드린 점 진심으로 죄송해요 가끔 불량이 아니라 펌프가 꽉 잠기지 않은 경우가 있습니다.,p
일단 하나는 멀쩡한데 나머지 3개는 다 안 돼 요 펌프되는 걸로 배송해주세요. 진짜 이게 무슨 날벼락입니까?,p
반품비요청 문자 안내보내드렸습니다. 좋은 하루 되세요.,p
지난번에 구매해서 잘 쓰고 있어요.요거혹 7개 구매하면 배송비는 어떻게 되나요?,p
과일향이 참 은은하네요,p
레몬이랑 유자향이 들어가서 저희 딸이 좋아할것같아요,p
생각보다 괜찮은데요 그냥 립스틱은 코랄인건가요,p
가격이 괜찮다,p
케이스가 참 예쁘네요,p
그럼 우리 딸하고 와도 되겠다,p
이쁘다,p
이쁘다,p
마음에 들어요,p
제 스타일이에요,p
연보라색 너무 예쁘다,p
네 예쁘네요,p
문의 감사드립니다. 마스크 샤용 시 수분감이 없게 느껴지실 수도 있지만 시트 자체가 수분감이 풍부해서 30분 이상 부착을 권하고 있으며 장시간 붙이셔도 마르지 않습니다.,p
예정 확히 기재 내용 입력되어 있으십니다. 감사드리며 주문상품 금일 출고해 드리겠습니다.,p
바이탈 테라피는 샴푸와 동일한 플로럴 계열의 믹스향으로 사용 후에도 은은하게 남아 고객님의 모발을 향기롭게 감싸드립니다.,p
제품에 관심 가져주셔서 감사드리며 약간의 펄감을 느끼실 수도 있습니다.,p
상품에 관심 주셔서 감사드리며 문의하신 내용에 대한 답변 드리겠습니다.,p
프리미엄이 맞습니다. 믿고 구매해주신 만큼 좋은 제품으로 최신 제조일자 상품으로 꼼꼼하게 포장하여 안전하게 고객님께 배송될 수 있도록 노력하겠습니다.,p
너무 좋네용 권장하는 사용 주기가 어떻게 되나요?,p
바이탈 테라피는 바론 모링가 리페어링 샴푸 헤어트리트먼트와 동일한 플로럴 계열의 믹스향으로 사용 후 시간이 지나도 은은하게 남아 모발 한 올 한올 향기롭게 감싸드립니다.,p
레미레미도레믜입니다 오늘 하루도 화이팅 하세요. + + 아무래도 나머지 모발들이 7레벨로 어두워져 있어서 더 밝은 컬러들이 안 먹는 거 같아요원래 새치 염색 약 7레벨 아래는 컬러 체인지가 잘 안 되거든요.,p
리필 하나입니다 더 궁금하신 사항은 문의주시면 정성껏 답변드리겠습니다.,p
여행가서 휴대용 몇 개 써봤는데 좋길래 구매합니다 내용물은 똑같겠죠?,p
처음 써보고 좋아서 계속 쓰려는데 장단점 같은 게 있을까요?,p
샴푸 좋아서 에센스 도 구입해보려고 하는데 용기는 유리인가요?,p
기름 지지도 않아 나름 만족하면서 잘 사용하고 있습니다 알리미 신청하고 갈게요샴푸도 같은 회사 맞나요?,p
예전 레세아샴푸로 도움 많이 받고 재구매하려고 리뉴얼이 되었네요?,p
레미레미도레믜입니다 오늘 하루도 화이팅 하세요. + + 넹보통은 가능한데 모발 고유의 멜라닌이 붉은 경우가 많아서 변수는 있는 조합이긴 해요.,p
제가 워낙 건성모발이라 그런지 몰라도 오후 되면 금방 건조해지고 푸석푸석해졋는데 바론트리트먼트는 그런 거 없이 건조함도 덜하고 수분감도 어느 정도 있어서 모발에 무게감도 있고 정말 괜찮은 것 같아요트리트먼트 아니고도 다른 에센스나 헤어 미스트 종류로는 안 나오나요?,p
리페어링 썼는데 지속력이 괜찮더라구요 체리는 좀 더 오래 갈까요?,p
믿고 사기 잘한 듯 견본도 보내주시고 코팩도 주시고 너무 너무 감사합니다 다음에 또 주문할 게요 참팩 냉장고에 넣어도 되나요?,p
막했을 때는 염색 너무 잘 나옵니다. 제가 쓰는 거와 자양 윤모 염색약은 물 빠짐이 덜한가요?,p
바이탈테라피 에센스 바르니까 머릿결도 엄청 촉촉한 것 같아요 샴푸랑 트리트먼트도 같은 향인 가요?,p
니 너무나 뿌듯합니다 저희 바론 모링가 리페어링 샴푸와 헤어트리트먼트 역시 바론만의 특별하고 고급스러운 플로럴 향을 가득 품고 있는데요.,p
남녀노소 부담 없는 향으로 많은 고객님들의 이목을 사로잡은 제품으로 망설이지 않으셔도 좋을 것 같습니다.,p
레미레미도레믜입니다 오늘 하루도 화이팅 하세요. + + 코토리 베이지는 HHZ헬시 헤이즐 단독으로 하셔야 가장 느낌이 비슷하고 탈색 2회 최소로 권장 드리구 뿌리와 나머지 모발은 톤을 맞춘 후 들어가는 걸 추천 드리고 싶어요.,p
레미레미도레믜입니다 오늘 하루도 화이팅 하세요. + + 소분 자체가 법에 걸려서 경쟁업체의 지속적인 신고로 아예 포기했어요.,p
바이탈 테라피 후기가 하도 좋길래 한 번 사볼려고 하는데 향이 어떤가요?,p
지난주 인가 행사할 때 로즈샴푸 샀었는데 향이 너무 좋더라구요 재구매하고 싶은데 동일한 제품 맞죠?,p
400장이 맞습니다. 좋은 추석 보내세요.,p
이 제품은 어떤 점이 그리 좋아서 후기가 많은지요?,p
제품 사용하고 좋으면 계속 구매할께요 참 제 두피 피토테라피 쓰면 되나요?,p
바론 모링가 바이탈 테라피는 특별하고 고급스러운 플로럴 계열의 믹스향이 사용 후에도 은은하게 남아 하루 종일 향기롭게 감싸드립니다.,p
저번 헤라쿠션도 상태 좋아서 이번엔 친정 엄마한테 선물해 드리려 구그쪽으로 배송 보내요. 선물 포장 가능 문의가 보이던데 저도 부탁드려도 될까요?,p
제가 써보니 너무 좋아서 선물용으로 구매하려고 하는데요 쇼핑백 포함해서 선물 포장이 가능할까요?,p
와 그러면 한 장에 550원꼴이네요. 30장을 산다면요,p
네 화사하네요 이건 얼마라고요?,p
정말 저렴하네요,p
이거 5종 세트가 정말 3만8천이예요?,p
제품에 관심 가져주셔서 감사드리며 문의주 신제품 미니로지는 2020.10월까지 미니 크림브륄레는 2019.07월까지입니다.,p
이번이 네 번째 재구매에요 이런 걸 단골 고객이라고 하나요?,p
또다시 저희 바론을 방문해 주셨군요. 이렇게 가정의 달을 맞이하여 이벤트를 할 때 찾아주셨다니 더욱 큰 기쁨이 느껴집니다.,p
확인 결과 광주에 있는 것으로 확인되요. 금일 수령 가능하실 것 같습니다.,p
헉 이 디지인 프라이머도 있네요,p
네 이거 립밤 아주 좋아요. 이거 추천드립니다,p
문의하신 상품은 재고 입고로 시스템 수량 재등록하여 구입 가능합니다. 제품 이용에 도움이 되었기를 바라며 앞으로도 저희 SK II에 많은 관심과 사랑 부탁드려요.,p
네 효과가 있으시 다니 저희도 너무 뿌듯하고 기분이 좋습니다 말씀하신 토닉 제품은 없지만 2020년 상반기에 출시될 예정입니다 나오게 되면 꼭 한번 사용해보세요.,p
수고하십니다. 맥라스트 미닛 주문할 건데 가능하죠?,p
아주 좋네요,p
좋은것같아요,p
넘나 좋은데 어케빨리 지우나요?,p
사용한 에센스 중에서 제일부드러움.이 거 지금 사용한 지 일주일 됐는데 집에 있는 다른 에센스는 눈에 안 들어와요 이거 드라이기하기 전에 바르는 게 좋은 건가요?,p
향이 제일 걱정했었는데 전 완전 만족 이거고 데 기하기 전에 발라줘도 괜찮겠죠?,p
열기구 사용 직전 저희 바론 모링가 바이탈 테라피 헤어 에센스로 관리해 주신다면 강한 열로부터 모발을 보호하여 더욱 더 빛이 나는 건강한 머릿결 유지하실 수 있습니다.,p
해당 제품은 젤램프로 경화시켜 사용하는 젤매니큐어입니다. 오늘도 좋은 하루 되세요.,p
친절하고 상세한 답변 너무 감사합니다 그럼 사파이어 9:실버 9:산화 제6퍼센트 1:1:1 하면 되나요?,p
몇 번 안 썼는데 어느 정도 부드러워짐은 있네요 이번 주 주말에 비닐 캡 사용해 볼 생각인데 전기모자 사용해야 하는 건가요?,p
싸고 질 좋은 물품 잘 받았습니다 궁금한 점이 있는데 액상을 혼합하여 사용하고 난 후 도핑이 걸리나요?,p
