,0,1
8307,선물하려고요,m
8308,이쁘네요 핑크 하네요,m
8309,네 혼수로도 많이 나가요,m
8310,그러게요 공부하고 사용해야겠어요,m
8311,네 고객님,m
8312,어떻게 버리거나 똑같거든요,m
8313,그러네요,m
8314,자리만 차지하고요,m
8315,어떤 분은 똑같다고 해요,m
8316,우리 집만 아니구나,m
8317,다이슨은 다 그래요,m
8318,그렇죠 저희 집만 없는 거 같아요,m
8319,네 요즘은 많이 사용하시죠,m
8320,어 블랙이 이쁘네요,m
8321,블랙이 많이 나가요,m
8322,제가 이사로 좀 많이 필요해요,m
8323,엘지에게 좋죠,m
8324,네 엘지가 선도주자여서 많이 나가요,m
8325,유행 안 타서 그런가 봐요,m
8326,네 맞습니다,m
8327,손님도 우리만 있는 거 같은데,m
8328,네 맞아요 고객님,m
8329,그럼 감사하죠,m
8330,제가 감사합니다,m
8331,로 디너 배그요,m
8332,네,m
8333,다른 게임은 안 하시는 거예요?,m
8334,로스터도 있고요,m
8335,하드는 용량으로 보면 돼요,m
8336,네,m
8337,컴퓨터에 속도를 정하는 것이죠,m
8338,네,m
8339,램도 핸드폰에 있거든요,m
8340,핸드폰에도요,m
8341,네에 갤럭시 같은 경우에는요,m
8342,네에,m
8343,램이 높을수록 빠른 거죠,m
8344,아하,m
8345,이사를 하셔서 제품을 다 보고 싶으시다고 합니다,m
8346,네,m
8347,다음 달 말이시고요,m
8348,네,m
8349,너무 비싸길래요,m
8350,인터넷으로 잠깐 봤거든요,m
8351,인터넷에서 보셨으면 점점 줄여가신다고 생각하시면 돼요,m
8352,사는 집보다 큰 대로 가서,m
8353,그래서요,m
8354,그래도 되나요?,m
8355,네,m
8356,잠시만 기다려 주세요,m
8357,이것도 오브제 지요,m
8358,네  <span class='violet_text'>상냉장 사 냉동입니다,m
8359,제가요,m
8360,네에 오피스 이용하시고 동영상 정도 사용하시네요,m
8361,네 그렇습니다,m
8362,그럼 잠시만요,m
8363,네에,m
8364,이게 마음에 드네요,m
8365,55인치를 갔다 놨는데 작아서요,m
8366,그렇지요,m
8367,65인치보다 75로 보고 싶거든요,m
8368,그렇지요,m
8369,그래도 크게 보고 싶거든요,m
8370,아하,m
8371,아하,m
8372,65인치로 나노가 나을 수도 있고요,m
8373,아하,m
8374,요즘은 올 레이디 75인치를 많이 사죠,m
8375,아 빠졌어요?,m
8376,75인치요,m
8377,사는 집보다 큰 대로 가서,m
8378,저희가 가전을 산지가 오래는 되지 않았어요,m
8379,네,m
8380,저희가 사는 데로 부모님이 들어오셔서,m
8381,네,m
8382,그래서 최신 거로는 놓고 온 것이 2.3년밖에 안됐어요,m
8383,얼마 안 되셨네요,m
8384,네 얼마 안 되었어요,m
8385,네,m
8386,그래요,m
8387,저도 써보니까 작고 좋은 것이 많더라고요,m
8388,아래 칸에는 냉동이라고 하셨죠,m
8389,네 맞습니다,m
8390,이건 엘지 에어 드레서 먼저 보실래요?,m
8391,네,m
8392,올리는 거요?,m
8393,일체형으로요,m
8394,아 그럼 다른데 좀 들려서 올게요,m
8395,아 그런데 이 제품이 하나라서요 팔리고 나면 좀 기다리셔야 됩니다,m
8396,이게 마음에 드네요,m
8397,죄송합니다 잠시만 기다려 주세요,m
8398,먼저 오신 손님이 카드를 만들어야 하기 때문에 잠시만 기다려 주세요,m
8399,네 알겠습니다,m
8400,그러면 힘드시겠는데요,m
8401,그래요,m
8402,선이 뒤로나 아래도 타고 와야 돼요,m
8403,그러게요,m
8404,삼성 엘지는 저렇게 나와요,m
8405,가스 말고 전기 오븐이요,m
8406,밀고 있는 거잖아,m
8407,냉장고와 추가 구매하면 10만 원 정도요,m
8408,1월에 oo 아파트 들어갈 거라서,m
8409,그전에 보고 가려고요,m
8410,알겠습니다,m
8411,아 그래요,m
8412,그래서 걱정하시는 부분은 걱정 안 하셔도 됩니다,m
8413,그래서 제일 좋은 걸로 사야 되지 않을까 싶네요,m
8414,그럼 잠시만요,m
8415,아니요 전 솔직히 삼성이 좋아서 삼성 쪽을 생각했어요,m
8416,아 그러시군요,m
8417,처음이에요 oo 거 알아보는 게,m
8418,어 국내 노트북 브랜드 중에 가장 장기 유기하고 있는 유일하게 그램입니다,m
8419,아 그래요,m
8420,일체형은 따로 있어요,m
8421,지금까지 티브이,m
8422,네에,m
8423,디스플레이다 보니 약간의 흠집이 나을 수 있어요,m
8424,아하,m
8425,그러면 트윈으로 보여드릴게요,m
8426,네오,m
8427,그리고 조금 쓰다 보면 냄새가 나요 그런 제품이 삼성이 많아요,m
8428,아하,m
8429,쓰다 보면 아이들이 있는 집에서는 약간의 짜증을 내시죠,m
8430,그렇겠네요,m
8431,배관에서 새면 냄새가 나와요,m
8432,네,m
8433,이것저것하고 한번 표기하겠습니다,m
8434,네오,m
8435,리스트 확인해 볼게요 여러 가지 행사하다 보면 잘 봐야 할 것 같아요,m
8436,보실 때 헷갈리시겠어요,m
8437,인터넷으로 잠깐 봤거든요,m
8438,인터넷에서 보셨으면 점점 줄여가신다고 생각하시면 돼요,m
8439,75인치요,m
8440,사는 집보다 큰 대로 가서,m
8441,그리고 이 모델들도 스마트 모델들이고,m
8442,무선인터넷으로 와이파이를 연결하셔서,m
8443,폴더를 이용하실 수 있고요,m
8444,그럼 주말에 다시 한 번 와봐야겠네요?,m
8445,근데 사실은 노트북은 가벼운 것만 들고 다니면 끝나는 게 아니라 충전기도 다녀야 되고 마우스도,m
8446,아 맞아요,m
8447,그렇죠. 여러 가지 액세서리들을 들고 다녀야 돼요. 그래서 해당 제품 같은 경우가 충전 포트가 이제 씨로 변경이 되었어요 애플에 맥북처럼,m
8448,그래서 휴대하기에도 뭐 고객님들이 이런 노트북 같은 것들이 좀 사이즈가 아무래도 있으니까 백팩 거 멜 때같이 넣고 다니시잖아요,m
8449,그렇죠. 그리고 배터리도 얼마 못 가다 보니까 항상 충전기로 맨날 꽂아가지고 쓰셨을 거 아니에요,m
8450,네. 좀 오래된 모델로 쓰고 있어서,m
8451,이게 마음에 드네요,m
8452,죄송합니다 잠시만 기다려 주세요,m
8453,이거 편리하겠네요,m
8454,네 맞습니다,m
8455,사고 싶은 게 많네요,m
8456,전자제품은 기능도 좋지만 내구성이 가장 중요해요,m
8457,아하 그러면 다 다르겠네요,m
8458,네,m
8459,16기가요,m
8460,사양의 부품 박스를 요,m
8461,네,m
8462,다 보내드려요,m
8463,네,m
8464,거기에 <span class='violet_text'>시니얼넘보가 있어요,m
8465,위약금 없으시니까 일단 헬스케어 신청하시고?,m
8466,6개월 관리받으시고요?,m
8467,그분이 청소하시는 거 확인하시고 해지하셔도 됩니다,m
8468,아까 보신 기존 구 모 델로 진열 안 한 새 거가 있는데요,m
8469,그럼 옆에 보고요,m
8470,알겠습니다,m
8471,이거 편리하겠네요,m
8472,네 맞습니다,m
8473,철진 밥을 말씀하시는 건가요?,m
8474,네,m
8475,김밥이나 초밥 같은 걸 말씀하시는 건가요?,m
8476,네,m
8477,밀에 좋다기에 생각하다 수입 가전 에이에스 문제로 마음 접었는데 잘 한 거네요,m
8478,밥 먹고 밥그릇 국그릇 두 개씩만 나오면 신세기를 왜 사겠어요 그렇지 않아요?,m
8479,그렇지요,m
8480,그런데 건조기 사용하실 때 린스 쓰시면 시간도 줄고 건조도 잘 돼요 써보세요?,m
8481,세제 쓰는데 린스까지는 별로예요,m
8482,그냥 검은 그레이라고 생각하시면 돼요,m
8483,기억이 잘 안 나요?,m
8484,그리고 싱크대 공사는 이십칠 일 전 다 마무리될 거니까 걱정하지 마세요?,m
8485,어떻게 그렇게 되는지 모르겠네요,m
8486,싱크대 업체에서 이십칠 일 배송인 걸 알아요 저희가 통보하니까요?,m
8487,네 그러면 그전에 이야기하셔서 공사 일정 맞추시면 됩니다,m
8488,그리고 이건 제가 개인적으로 챙겨드리는 거예요?,m
8489,네 감사합니다,m
8490,제가 또 살려는 이유 가요 배터리가 문제가 생기더라고요,m
8491,배터리 같은 경우엔 기존 배터리는 32아워 와트 정도 되는데요,m
8492,그램은 72아워 와트까지 나와 있습니다,m
8493,32아워 같은 경우에는요 완충하고 8-10 정도 사용하는데요,m
8494,72아워는 올 데이라고 해서 한번 완충에 24시간 사용 가능하세요,m
8495,이거 편리하겠네요,m
8496,네 맞습니다,m
8497,<span class='violet_text'>비스포크 말씀하시는 거죠?,m
8498,네,m
8499,그래요,m
8500,그런데 여러 가지 제품을 구입하시면 개인적으로 지원해드리는 건 있어요,m
8501,아버지 신분증이나 이런 건 필요 없는 건가요,m
8502,어 그러면 그 세 분 다 신분증 갖고 오셔야 해요,m
8503,왜냐면 저희 쪽에서도 정보가 없어요 갖고 오길 바라겠습니다,m
8504,통신사는 어디 거 사용하세요,m
8505,없어졌다고요,m
8506,네 사라져가지고,m
8507,출고요,m
8508,네 기계를 새로 보상받으시면 되는데 자기 부담금이 있어요,m
8509,아 그래요,m
8510,통신사 위치 추적은 통화 기준이고요 아니면 고객님 켜진 거 기준으로 보시려면 아이폰이니까 나의 아이폰 찾기 있어요 그거 로그인하셔가지고 마지막으로 확인할 실수가,m
8511,아 그렇구나,m
8512,네 일단은 저희 통신사 꺼보다는 그게 더 정확하긴 합니다 왜냐하면 고객님이 본오동에서 전화를 마지막으로 하고 중앙동 가서 잃어버렸으면 마지막 위치는 본오동으로 뜨고 저희도 밖에 확인이 안되겠죠,m
8513,신도시,m
8514,네,m
8515,아이폰 십이요,m
8516,아이폰 십이요 네,m
8517,십이요,m
8518,네 아이폰 십이요,m
8519,육십사 기가 가 그런다고요,m
8520,네,m
8521,프로 맥스로 사셨어요,m
8522,네 프로 맥스요,m
8523,아.... 충분하셨어요?,m
8524,네 64기가도 40 정도 쓰고 있어서 사실 충분해요,m
8525,아 아이폰은 왜요?,m
8526,아이폰은 해 드리고 싶어도 할 수가 없어요,m
8527,그럼 제거는 제가 알아서 팔께요,m
8528,그러세요,m
8529,그럼 기본으로 해 볼게요,m
8530,네... 1.5기가 정도로 해 주세요,m
8531,아이폰은 11 하실 거죠?,m
8532,네 색상은 반드시 민트색이 좋은데요,m
8533,성함하고 주민번호랑 핸드폰 번호 혹시 한 번만 더 확인해 주실래요?,m
8534,네 알겠습니다. 다 맞아요,m
8535,셋탑은 돌려드려야 하는 건가요?,m
8536,네 아무래도 셋탑이 월 요금에서 셋탑 렌털 비용이 포함되어 있는 거거든요,m
8537,아 그런 건가요. 알겠습니다,m
8538,핸드폰은 액정이 깨졌어도 기존에 거 가지고 있으시진 않죠,m
8539,가지고 있죠,m
8540,명함 드렸죠,m
8541,네 받았어요 연락드릴게요 다음 달에,m
8542,위약금이 있으신데,m
8543,왜냐면 일 년 육 개월 이상 지났기 때문에 어 제가 뭐 찍어 봤더니 그거는 안 나온다고,m
8544,공시로 하셨나 보네요,m
8545,네 공시로 사서 지금 기계 값은 없는 상태에요,m
8546,아 생각보다 뭐 애들 영상 찍어주고 하면 또 많이 필요하더라고요 용량이,m
8547,아 그러세요?,m
8548,네 그래서 이것도 막 슬롯 계속 지금 새로 사서 넣고 빼고 하는 중이라서,m
8549,네,m
8550,근데 대부분 이년 있으면은 핸드폰을 바꾸는 거라 기계 값을 너무 사십팔 개월로 해놓으면,m
8551,그러면 조금,m
8552,바꿀 수가 없어서 네 다시 들릴게요 감사합니다,m
8553,네,m
8554,요즘은 세명에서 써도 똑같이 혜택받으실 수 있어요 바꿔드릴까요?,m
8555,네 바꿔주세요,m
8556,개통은 바로 되실 거예요,m
8557,오 정말 좋은데요?,m
8558,무제한이요 육만 구천 원? 할부도 선택을 할 수가 있어요,m
8559,아 여기 가격이 다 나오네요,m
8560,네 확인해보시고요 신청 사면 담당 부서에서 연락 가실 겁니다,m
8561,다 나왔죠?,m
8562,네 미니도 뉴 모델까지 다 나왔어요,m
8563,oooo요,m
8564,네 기존 기계는 2년이 넘었어요,m
8565,아 그러세요,m
8566,네 행사 중이에요 혹시 액정은 괜찮으신 줘,m
8567,네 그렇습니다,m
8568,그래서 핸드폰 문의 좀 드리려고 전화드린 겁니다,m
8569,아 그러세요,m
8570,에스케이요,m
8571,네에,m
8572,아 아뇨 신분증은 안 가져왔는데 신분증이 꼭 있어야 되는 거죠,m
8573,신분증이 원본이 필요합니다,m
8574,sk를 인터넷까지 묶어서 다른 곳으로 옮기려거든요,m
8575,현금으로 드려도 상관없어요,m
8576,그렇죠,m
8577,그런데 이런 건 별로 중요하지 않습니다,m
8578,그래요,m
8579,지금 인터넷이나 TV도 같이 넘어오시는 거잖아요,m
8580,아이폰 맥스요,m
8581,네,m
8582,아 요금제요,m
8583,그럼 신분증 가지고 다시 올게요,m
8584,아 그럼 그렇게 하세요,m
8585,지금 쓰시는 육십 구 요금제보다 혜택은 더 많아요,m
8586,그렇군요,m
8587,네 아이폰 좀 보려고요,m
8588,네에,m
8589,그렇네요 그럼 이번에 노트 나왔잖아요,m
8590,네 <span class='violet_text'>나왔줘,m
8591,지금 기기를 바꿔야 돼서요,m
8592,oo oooo oo인가요,m
8593,그것 빼고는 다 좋은데 저희 가족이 3명이 엘지를 쓰고 있거든요,m
8594,아 네,m
8595,워낙 경쟁이 심해서요 젊은 분들은 가격 전부 알고 오셔서요,m
8596,그렇군요,m
8597,저희가 뭐 어떻게 속일 수가 없어요,m
8598,그렇군요,m
8599,그리고 가격정보가 워낙 노출이 많이 돼서요,m
8600,음 그렇군요 일단 생각 좀 해보고 올게요,m
8601,네 알겠습니다 또 오세요,m
8602,지금 어머니랑 아버지가 각각 5,m
8603,그래요? 몰랐어요,m
8604,네 그러면 안 할 이유가 없는 가줘,m
8605,잘 모르겠습니다 제가 한 게 아니라서요,m
8606,아 그러시구나,m
8607,보통 다른 분들은 전화기가 고장 나서 바꾸진 않죠,m
8608,그러긴 하죠 저는 근데 특별히 핸드폰에 대해 관심이 많진 않아서요,m
8609,선불폰은 번호 이동하시려면 해지를 먼저 하신 후 며칠 있다 하셔야 돼요,m
8610,그래요?,m
8611,바로 하시려면 신규 가입으로 하셔야 해요,m
8612,그럼 신규 가입으로 할게요,m
8613,아이폰 같은 경우에 kt는 신규 가입이 어려워서요,m
8614,그럼 아이폰 12 그린 128기가로 봐드릴게요,m
8615,네 그래주세요,m
8616,그럼 바꾸기 일주일 전에 한번 알려드릴게요,m
8617,감사합니다,m
8618,그리고 아까 하던 설명 계속해드릴게요,m
8619,아 요금제,m
8620,그럼 음악은 따로 쓰는 게 낫겠네요,m
8621,어떻게 보면 그렇긴 한데 넷플릭스 결제하시면 그것보다 더 할인받을 수 있는 거라 총합으로 싸게 든다고 볼 있어요,m
8622,네 그렇긴 하죠,m
8623,핸드폰 하나로 4년 쓰시는 거랑 2개 반값으로 어차피 가격은 같아요,m
8624,그럼 근데 너무 자주 바꾸는 거 같기는 한데,m
8625,그러다가 사실 다른 통신사로 바꾸셔도 되니깐요,m
8626,아 그런 걸 잘 몰라서 복잡하긴 하네요,m
8627,그런데 사실 위약금 같은 경우는 번호 이동으로 넘어가시면 거의 다 대신 내줘요,m
8628,그러면 꽤 괜찮긴 하네요. 뭔가 돈 굳는 느낌도 들고,m
8629,그래서 지금 현재 2년 사용 후 반납으로 하시는 분들이 많으세요,m
8630,지금 저희 매장에서도 사전예약 기간에만 12분 하셨어요,m
8631,많네요?,m
8632,그런데 저희가 받은 물량은 4대밖에 안돼서 본사에 부탁해서 겨우 받아오고 있어요,m
8633,물량이 부족한가 보네요,m
8634,그런데 동생은 약정이 아직 남아,m
8635,그럼 고가 요금제라 아마 위약금이 꽤 남아있을 거예요,m
8636,아쉽네요 같이 하면 좋은데,m
8637,혹시 빼먹은 부분 있나 저가 확인 한 번만 할게요,m
8638,네 알겠습니다,m
8639,아 그런 건가요. 알겠습니다,m
8640,민트는 어떤 민트 말씀하시는 거예요,m
8641,초록색 계열 민트색인데 지금 저희가 이거는 기계가 없어서,m
8642,네,m
8643,오늘 바로 개통하셔야 되는 건가요,m
8644,아니요 그렇진 않거든요,m
8645,케이스 앞에도 예쁘지 않나요,m
8646,그죠 아이폰은. 다 돼있어요,m
8647,아 생각보다 뭐 애들 영상 찍어주고 하면 또 많이 필요하더라고요 용량이,m
8648,아 그러세요?,m
8649,바꿀 수가 없어서 네 다시 들릴게요 감사합니다,m
8650,네,m
8651,아 그러세요?,m
8652,네,m
8653,그런데 저한데 상품권 캡처해서 보내주시면 현금으로 바꿔드려요,m
8654,아 그래요 하하 제 친구도 사기를 당해서 결국은 못 받았아요,m
8655,3만 원대,m
8656,네,m
8657,네 맞습니다 고객님이 말씀하신 거처럼 데이터는 그 정도면 충분할 겁니다,m
8658,그렇군요,m
8659,SK인데요 갈아타려고요,m
8660,아 그러세요,m
8661,네 근데 제가 통영 상이 많이 보거든요,m
8662,그러 시 줘 그럼 지금이랑 똑같이 사용하셔도 59요금제 가능하세요,m
8663,그렇군요,m
8664,고객님이 고르는 겁니다,m
8665,네,m
8666,네 알겠습니다 또 오세요,m
8667,네 감사합니다,m
8668,저희는 고객님한데 정적한 요금제를 추천드리지 억지로 속여서 장사 안 합니다,m
8669,네,m
8670,아마 그럴 겁니다,m
8671,우선 청소년 요금제 자체가 큰 혜택 아닌가요?,m
8672,청소년 요금제요,m
8673,왜 그런 말씀의 드리냐 하면요 설비 불가 지역이 있어서요,m
8674,고객님 명의는 아니시 줘,m
8675,네 그렇습니다,m
8676,아 그래요,m
8677,왜 그런 말씀의 드리냐 하면요 설비 불가 지역이 있어서요,m
8678,그런데 이런 건 별로 중요하지 않습니다,m
8679,그래요,m
8680,저는 이쪽으로 많이 와봤고 직장이 신랑이 여기에 있어서요,m
8681,저희가 가전을 산지가 오래는 되지 않았어요,m
8682,네,m
8683,저희가 사는 데로 부모님이 들어오셔서,m
8684,네,m
8685,다 놓고 가거든요,m
8686,네,m
8687,그래서 최신 거로는 놓고 온 것이 2.3년밖에 안됐어요,m
8688,얼마 안 되셨네요,m
8689,네 얼마 안 되었어요,m
8690,네,m
8691,아하 먼지를 밀수 있다고,m
8692,여기만 분리해서요,m
8693,웃기다 이거 말고 빨강 거요,m
8694,아하,m
8695,이게 마음에 드네요,m
8696,먼저 오신 손님이 카드를 만들어야 하기 때문에 잠시만 기다려 주세요,m
8697,격벽이 있어서 좁을 수 있어요,m
8698,사 도어가 나을 거 같은데,m
8699,이거 편리하겠네요,m
8700,네 맞습니다,m
8701,물건 꺼내 기에는 편리할 것 같네요,m
8702,포크 2 공식 <span class='violet_text'>총팟이 신 거죠?,m
8703,oooo 공식 판매처입니다. 다른 구매해 업체와 달리 주요 부품을 구비하여 국내에서 빠르게 AS 가능합니다 원래 15일 경발 송 예정이었으나 차주 중에 발송이 가능할 것 같습니다.,m
8704,9번 상품 브래킷 포함으로 구매하면 추가 금액 없이 오셔서 설치해 주시는 건가요?,m
8705,네 50인치 기사 방문 벽걸이 설치 구매하시면 접수 날 기준 7일 이내 후 설치해 드리고 있습니다.,m
8706,몇 달 전에 이곳 말고 다른 곳에서 인터넷으로 정품 충전기라고 하길래 구매를 했는데 소프트웨어 업데이트 후지 원하지 않는 액세서리라고 뜨면서 충전이 안 됐는데 이건 맞겠죠?,m
8707,100퍼센트 애플 제품이며 서비스센터에서 간단한 검수로 정이품 구별도 가능합니다.,m
8708,제가 하드랑 그래픽 업그레이드로 주문했는데 혹시 조립 완벽하게 다 되어서 오는 거 맞나요?,m
8709,주문해주신 내용 그대로 조립 완료하여 발송해 드리고 있습니다.,m
8710,확실한 정품이 맞나요?,m
8711,해당 상품은 아이폰 구매 시 들어 있는 구성품이며 100퍼센트 애플 제품입니다.,m
8712,"42인치 PDP입니다. PDP가 LED, LCD보다는 무거워서 괜찮을까요?",m
8713,무게와 베사 사이즈만 맞으시면 거치 가능하십니다. TV 제조사로 문의하시면 무게 사이즈 확인 가능하시니 확인하시어 가능 여부 판단 부탁드립니다.,m
8714,아반떼 MD 나이트 브레이크 맞죠?,m
8715,더 뉴 아반떼 MD 같은 경우는 다른 규격이 들어가므로 확인 부탁드립니다. 금일 발송해드리겠습니다.,m
8716,폐가 전 수거를 깜빡하고 얘기 안 하고 전화 끊었어요. 내일 설치할 때 배송기사님한테 얘기하면 되나요?,m
8717,설치 시 폐가전 수거해 드립니다 열효율이 높아 기존 가스레인지 대비 가스비가 절약되어 경제적인 SK 매직 문의해주셔서 감사합니다.,m
8718,3번 LNG로 구매한 거 맞나요?,m
8719,선택하신 제품의 구매 내역은 구매하신 쇼핑몰의 주문 내역에서 옵션 선택 확인이 가능하시오니 확인 부탁드립니다.,m
8720,"컬러, 흑백 최대 150장까지 인 거죠?",m
8721,네 컬러 흑백 각각 150장이 맞습니다.,m
8722,여기서 판매하는 제품인지는 모르겠지만 A100 이 디젤 차에서 방전이 심하 다던데 시 동 끄면 전원 차단되는 거 맞나요?,m
8723,자동차 구조상 기본적으로 OBD 단자는 상시 전원입니다. 그러나 A100 자체가 OFF 되기 때문에 아주 미세 전류는 마 흐릅니다 약 0.08MA 정도입니다.,m
8724,19번 두 개 20번 개면 규격도 맞고 차량 한 대분 맞는 거죠?,m
8725,정확한 규격은 주문 전 확인하시어 부탁드리며 순정 제품이므로 자동차 검사 때 문제없이 검사받으실 수 있습니다.,m
8726,폰 기종 갤럭시 SM A315 N인데 액정 필름 A31 주문하면 맞는 거죠?,m
8727,A31 모델 맞습니다 해당 옵션 선택하여 구매하시면 됩니다.,m
8728,"포터 2에 장착 시 카메라, <span class='violet_text'>영상선 10M, 변환젠더 4극 B 타 입 구입하면 되는 거죠?",m
8729,네 카메라 <span class='violet_text'>영상선 4극 B 변환 젠더 구매하시면 됩니다.,m
8730,리퍼 제품 아닌 새 맞죠?,m
8731,새 제품으로 판매되고 잇습니다. 빠른 배송될 수 있도록 하겠습니다.,m
8732,베사 400X 400 - 42인치 PDP 고 17.5KG인데 무게는 커버될까요?,m
8733,LCD/PDPTV의 경우 42인치 이상은 사용을 권장 드리지 않습니다.,m
8734,1번 제품이 안전하게 가능하죠?,m
8735,네 베사 간격 200x200 무게 13KG인 49인치 TV라면 1.2번 제품 모두 설치는 가능합니다.,m
8736,블랙으로 주문했는데 색상기 제안했다고 문자가 왔네요?,m
8737,금일 발송은 어려워 익일 블랙으로 재고 확인 후 발송해드리겠습니다.,m
8738,천장형 선풍기 2개 구매하려 하는데 상세정보엔 1인 20개까지 구매 가능하다고 쓰여있는데 수량 선택이 1개만 되게 돼있네요 두 개 못하나요?,m
8739,1회 1개로 구매 수량 제한이 있습니다. 한 번씩 두 번 결재하셔야 할 듯합니다.,m
8740,V7 MAX인가요?,m
8741,V7 MAX 제품은 별도의 페이지에서 판매 중이며 상품명이 다르게 표시되어 있습니다.,m
8742,삼성 UN40 EH 4900 F 모델입니다. 설치 가능한가요?,m
8743,TV 모델명으로 저희가 알 수 없습니다. 무게 25KG까지 베사 사이즈 600X 400만 넘지 않으면 거치 가능합니다.,m
8744,15리터 설치기사님까지 결제하면 기본 부속품이랑 연결 뭐 그거 따로 구매 안 해도 되는 거죠?,m
8745,신설 시 감압밸브와 기본 설치 부속은 꼭 구매해 주셔야 합니다. 요청으로 하셨을 경우 구매를 못하셨다면 설치기사님께 결제하셔도 됩니다.,m
8746,와이파이 연결 동영상은 아직인가요?,m
8747,쇼핑에 즐거움 O.L.E.E을 눌러 진입 후 와이파이 설정 메뉴 명 게임 시장에 진출하다.,m
8748,저는 어댑터가 없는 대 있는 게 맞는 거죠?,m
8749,문의해주셔서 감사합니다. 배송 과정에서 누락이 된 거 같습니다.,m
8750,3월 28일에 추가 상품 램 총 16G 원칩 기존 <span class='violet_text'>램회수 구매했는데 HDD1 TB 추가된 게 아닌가요?,m
8751,구매 내역에 HDD1 TB 구매하신 게 없습니다 내역을 확인해 보시기 바랍니다.,m
8752,브러시 룸 윗부분 철사로 있는 부분 그 투명창에 먼지가 가득 보이는데 먼지 통으로 들어가기 전에 길목에 건가요?,m
8753,해당 부분은 분리가 되지 않는 부분으로 분리 청소는 불가합니다. 부분에 먼지가 쌓여서 청소 성능에 영향을 주는 경우는 없으니 안심하고 사용해주세요.,m
8754,티브이 모델명이 50PJ 650인데 베사 규격이 맞을까요?,m
8755,베사 규격은 저희가 모델명으로 알 수가 업습니다. 직접 확인하시거나 TV 제조사로 문의하시면 아실 수 있으십니다.,m
8756,재생 일반 특대 용량으로 구매하면 되나요?,m
8757,사용하시는 프린터기 SL M2079 FW에 호환되는 토너 MLT D111 S 맞습니다.,m
8758,방문 설치해주나요?,m
8759,문의하신 가스레인지는 배송 지역과 모델에 따라 설치 여부가 다르기에 모델을 말씀해 주셔야 정확한 안내가 가능합니다.,m
8760,업글되는 거죠?,m
8761,해당 제품 업그레이드 가능하며  저희는 리퍼 제품이라 대한통운 기사님이 배달해 주십니다.,m
8762,D03 사파 시어 주문하면 필름도 주나요?,m
8763,특가 상품을 제외하고는 사은 필름이 증정되고 있습니다.,m
8764,1번 #이름# 커버 맞지요?,m
8765,네  리얼 글라스 9H 강화유리 필름은 풀 커버 아닌 평면 필름입니다. 해당 건 꼼꼼히 확인해 금일 출고도 이와 드리겠습니다.,m
8766,강화 필름이 그냥 일반 필름처럼 생긴 거 맞나요?,m
8767,조언 참고하겠습니다.,m
8768,1. 집에 노트북 밖에 없고 다 사야 되는데 본체 모니터 키보드 마우스 윈도만 사면 되나요?,m
8769,1. 본체 모니터 키보드+마우스 윈도 정도만 구매하셔도 됩니다.,m
8770,케이스 자동 업그레이드해 주시는 거죠?,m
8771,네 맞습니다. 구매하신 제품의 케이스는 MK2 TH 1UPGRADE 제품으로 조립됩니다.,m
8772,완판되었는데도 해당 상품에 대한 판매를 지속했다는 것은 고객에게 허위매물을 판매하셨단 말씀이시네요?,m
8773,28일 29일에는 택배사 휴무로 인하여 근무를 하지 않았습니다. 제조사 측에 확인하여 11월 중순에 입고된다는 것이 확인되었습니다.,m
8774,설치까지 해야 하는 상황이라 설치 전문 기사님이 오실 수 있으신가요?,m
8775,구매하신 상품의 설치는 금일 오후 2 - 3시 사이로 설치 관련해 리콜을 따로 드리오니 설치를 원하실 경우 해피콜을 꼭 받으셔서 원하는 날짜 말씀하시면 도시가스 기사님이 직접 배송 및 설치해 드립니다.,m
8776,제가 현재 공유기 허브 벽란 포트 PC1 대 이렇게 쓰고 있는데요 이 제품이 있으면 벽 PC 2 사용 가능한 거 맞나요?,m
8777,이 제품도 허브입니다 허브에 허브를 끼면 안 될 수 있습니다.,m
8778,제 모니터가 200X 100인데 가능한가요?,m
8779,예 모니터는 75X 75 또는 100X 100사이즈만 가능하시기 때문에 200X 100 상품은 어려우세요.,m
8780,감열 용지라는 게 우체국에서 주는 용지가 용지 맞죠?,m
8781,라벨 프린터 용지로 달라 하시면 됩니다. 우체국은 C 타입이라 하는 걸로 들었고요.,m
8782,H7 주문했는데 15/55 오는 거 맞죠?,m
8783,고객님께서 주문하신 상품은 55W 제품이 발송됩니다.,m
8784,어이 폰 가능한가요?,m
8785,해당 유심은 아이폰에서도 사용 가능하세요.,m
8786,2018년형 새로 나온 상품이 맞나요?,m
8787,현재 최근 생산된 신형 제품만 발송해 드리고 있습니다.,m
8788,제품 구매했는데요 도시가스에 연락해서 설치해달라고 해야 되나요?,m
8789,구매해주신 상품은 대한통운 택배사를 통하여 발송되며 발송 후 다음날이면 80 - 90퍼센트 이상 수령하실 수 있습니다. 가스레인지 설치 경우 나라에서 인증받은 업체에서만 설치가 가능하기에 배송기사님이 불가능하며 제품 수령 지역 도시가스 설치업체로 문의하시면 안내 및 접수를 하실,m
8790,LGPDP 50 VESA 규격이 400X 400이고 제품 무게가 28KG인데 사용 가능할까요?,m
8791,네 거치는 가능하십니다. 하지만 문의하신 상품이 현제는 품절인 점 양해 부탁드립니다.,m
8792,고객님 내 ooooo에 가입하지 않으셔도 사용 가능하십니다.,m
